text,HS,RS,MS
usuario claro poder ser panfleto estilo águila negro,1,0,0
usuario tramar fútbol sonar segundo,0,0,0
usuario si indio bruto creer inmune,1,1,0
salir jijueputa corrupto corte prostitucional deber quitar crucifijo sa url,1,0,0
usuario águila negro señor águila negro,1,0,0
usuario oh negro ahí bueno todavía así damar break adelante moral si,0,0,0
tiro negro bandidos,1,1,0
usuario usuario usuario negro bobote menos mal quedar mano,0,0,0
usuario usuario lindo pelinegra gafa cafe hermoso vestido url,0,0,0
hágalar negro vida bello vivir él 100 animar negrito jhon franco recordar neg url,0,1,0
celebrar sino recordar lucha continúar 8 m2021 mujer equidad genero desempleo url,0,0,0
safe sound gringopaisa usuario josé maría córdova international airport usuario in rionegro antioquia url,0,0,0
usuario pari hacer mientras viva careverga,0,0,0
usuario aquí gente respetar niño animal mujer gente pobre maldito país,0,0,0
usuario usuario sonia nadhezda truque maestro género negro colombia,0,0,0
vez tomar huella violar desaparecer mujer hijueputar gente loco corrida,0,0,0
sumalir 40 50 fuerza laboral trabajar negro aportar seguridad social,0,0,0
resumido cuenta quedar tragado negro repitis largo tiempo fin,0,1,0
dios mk casi 2020 todavía simio trabajar ofrecer trabajo forex maricadas así,1,1,0
volver besar jamás labio negro,0,0,0
cínico reparar victima devolver dinero untado sangre aceptar violación niñas men url,0,0,0
poderoso montaña engalanar nuevo desarrollo vial rionegro usuario url,0,0,0
11 11 negro suerte url,0,0,0
mujer bello uno princesa dormilona fin semana pinche huevona,0,0,1
país águila negro mismo trabajar,1,0,0
usuario cocinero placero vagabundo,1,0,1
fantasia chuparselo negro vergon bote,0,0,0
usuario shhh secreto,0,0,0
favor carnaval barranquilla negro vez criticar investigar colombia país url,0,0,0
usuario usuario águila negro incompetencia naturaleza izquierdo crear personaje url,1,0,0
usuario parte abogada poder decir negro jaja,1,1,0
sas ascenso cisne negro mejor producción usuario recomendadisimo,0,0,0
usuario usuario olvidar alcalde pendiente feria virtual ojalá hubiesemos url,0,0,0
blanco negro mas negro obviamente realidad trabajador sector salud colombiano desprotecci url,0,1,0
hipócrita estadio cantar gol negrooo ir carajooo,0,0,0
si salir recoger dinero sur oro negro multar,0,0,0
usuario usuario negocio paz santos deír hp narcoterrorista violador bazu url,1,0,0
quedar esperar indio senadordelafarc mas petro url,1,1,0
usuario usuario pues tú mujer digno creer ganar solo decir url,1,0,1
pa vestir él asi negro yo,0,0,0
usuario usuario comentario tanto bobo sesgado acaso existir violencia masacre violac url,0,0,0
usuario tormenta calma simio acostado mismo día popayán url,1,1,0
usuario oír narcoasesinoviolador pederasta usted respaldar benefactor posar gran señor url,1,0,0
usuario mismo negro bola bola negro tipo llevar lastre url,0,1,0
usuario verdad mirar defensor amigo mayor narcoterrorista violador url,1,0,0
creer ir partido hombre negro centro establecimiento condenar pre url,0,0,0
usuario si estúpido,1,0,0
mientras colombia bajo opinión organismo blindar terrorista violador narcotraficant certificar url,1,0,0
club negro póker club dorado costeñita stella,0,0,0
quién ayudar quitar señor pantaloneta negro atrás url,0,0,0
violar cascanuez abortar url,1,0,1
usuario usuario recibo peaje chimbos quedo mompox beber soplar url,0,0,0
montar blackouttuesdsy foto negro ig twitter cule hueva pensar cargar apa url,0,0,0
usuario dictador esplendor arma disparar matar violar url,0,0,0
usuario conclusión onu solo servir centto democratico denunciar violación derechos huma url,0,0,0
fama perro si puta hueva mujer,0,0,0
cetré negro hermoso,0,0,0
usuario lucir negro,0,0,0
vicio trámite negro reforma tributario aprobado ayer congreso narcocracia apostado url,0,1,0
usuario rico beso negro hacer falta,0,0,0
entender negro gustar negro confundir,1,1,0
si querer retwitéir trino coloquenle arroba pd dinero prostitución perfil falso publicidad engañoso solo culeo,0,0,0
cadena amor jorge oñate 700 águila negro favor,0,0,0
negro usuario alguno novedad línea temporal,0,0,0
usuario usuario faltar borde negro listo,0,0,0
usuario asi mas negro pelo,0,0,0
usuario usuario meditalo negro,0,1,0
usuario arma aceitadita lista perforar carne blanquito desconstruido negro comunista jjaja jaja,1,1,0
leer tweet admirar gustándoles ing hernández pues hacer indio espejo url,0,1,0
esperar realmente feliz negro,0,1,0
usuario negro tanto hermoso,0,1,0
usuario princesa mostrar sapo,0,0,1
poder pintar mil color mundo blanco negro,0,0,0
usuario mano verdad bueno negro porvenir exagerado dar adopción,0,0,0
buen caliente día quién sacar dar amor parolo mañanero verga vergarico verganegra url,0,0,0
mirar par simio,1,1,0
relajante ver pastorear ganado rionegro antioquia url,0,0,0
usuario recuerda palo tamarindo junto tubería agua negro monte oca jjaja mismo vaina,0,0,0
usuario buena tarde dónde posible encontrar turmalina negro,0,0,0
ir pa esaa amar negraaa usuario url,0,0,0
aun puesto pie casa arrepintiendir vestir yo negro sábado carnaval,0,0,0
usuario blu radio parecer niño águila negro uribismo,1,0,0
pintar dominguero parecer color usuario amarillo negro gris blanco rosado morado arcoiris rojo verde azul,0,0,0
usuario quedar ojo negro,0,0,0
bocanegra ídolo siempre dentro nacional,0,0,0
usuario posición ocupar sambueza poder ocupar rodriguez manjarez berdugo muñoz ocupar hinestroza cetre bocanegra,0,0,0
usuario usuario usuario artículo 368 código penal violacion medida sanitario ver url,0,0,0
usuario hoy reprendi chica ver descarriado decir justificar violación mujer url,1,0,1
usuario usuario gracias corazón,0,0,0
amar blanco negro url,0,0,0
usuario usuario usuario lado templo bonito sector popular tradicional hiciar url,0,0,0
bahía pino usuario querido intervenir conductor violar norma básico url,0,0,0
308 brindis dejar chiva burra negro yegua blanco buen suegra epppaao,0,0,0
usuario ay negro acá esperar demá venir camino jaja caeee,0,0,0
usuario usuario usuario saber cuánto tiempo jodi tema jaja luego 7 chaqueta negro url,0,0,0
usuario usuario usuario balvin casa llanogrande municipio rionegro,0,0,0
tratar salir gusto prenda ropa color negro difícil,0,0,0
usuario jjaja inolvidable negro,0,1,0
usuario usuario candidato narcoterroristas farc común hampón violar abusar url,1,0,0
coger recocho detrás vidrio negro manito ver si llegar bien acompañar vez estab url,0,0,0
alguno man negro pues mendes pipi cuba,0,1,0
meter leer leer primero línea salir poder creer mujer llegar url,0,0,1
hombre buscatar negro feliz url,0,1,0
kamala harris optimista sonriente lleno energía negro hacer conquistar ámbito art url,0,1,0
usuario pintado negro,1,1,0
definitivamente armenio enamorar gobernacion quindio orgullosamente quindián armenia quindio perfecci url,0,0,0
fútbol pasión género mujer morir llorar cada partido todo amamo url,0,0,0
usuario solo necesitar grabar imagen negro bailar liberar gobernante responsabilidad url,1,1,0
grupo paramilitar reactivar medida mafioso cacorro violador secuestrador narc url,1,0,0
citar tuit foto blanco negro url,0,0,0
impresión hacer goyo poder ser igual racista mem relación negro wakanda perdón url,1,1,0
usuario usuario mirar mejor si ir cancha olaya creer valga url,0,0,0
diferencia polo polo calvo uribistotzo negro estupido blanco estupido,1,1,0
usuario bonito forma usar tapaboca usuario,0,0,0
colombia felicitar presidente sindicalismo petrolero alejandro ospina poder hacer hloqueo violar url,0,0,0
usuario jjaja decir indio maya disléxico 2012 sino 2021,0,1,0
si mujeres cis género mujer tipo diversidad lesbiano bisexual trans perteneciente url,0,0,0
usuario aprovechar próximamente ir sacar mercado,0,0,0
usuario necesitar ayer mejórate pronto negro,0,0,0
re emperra gente decir ror violar ahí si llamar policía pues obvio gonor url,1,0,1
usuario seguramente bailar indio,0,1,0
usuario naguevonada mujer máximo,0,0,0
usuario mejor móntame,0,0,0
usuario día cometa solo violación derechos humanos parte oficial url,0,0,0
usuario guantero secreto bb tarrito 20 cauchitos jaja halls negro compro an url,0,0,0
usuario usuario usuario usuario usuario inteligencia promedio petrismo,0,0,0
pasado negro brego,0,0,0
decidir si tinturarmar cabello negro rojo,0,0,0
cómo jamesito si poder hacer bien hacer na decir indio,0,1,0
usuario usuario gran abrazo negro argi,0,0,0
usuario usuario usuario si vida bn,0,0,0
usuario usuario elegir andrés julián rendón alcalde rionegro ant realizar programa social url,0,0,0
lado mano negro hermoso usuario si usuario,0,0,0
usuario usuario cuál,0,0,0
usuario dejame beber aunque mal pagar acabar vendabal bailar indio,0,1,0
color negro,0,0,0
canguro portar arma fuego 60 000 garantíar año únicamente color negro incluido envío url,0,0,0
bien poder combinar planeta simios king kong pues si hacer sharknado,1,1,0
usuario usuario gol campeonato hacer daniel bocanegra usuario estadio tigo,0,0,0
foto blanco negro url,0,0,0
usuario usuario usuario hp acosadera suficiente 10 año claro violación url,0,0,0
usuario usted negro jaja odio,1,1,0
urgente atemorizado encontrar comunidad predio denominado parcela nuevo kilometro 17 via caños negro url,0,0,0
altura 1 78 talla zapato 10 u signo zodiacal piscis tatuajes 0 piercings 0 color blanco negro url,0,0,0
negro fachaaa url,0,0,0
usuario usuario usuario usuario usuario lindo negro twitter jajajajaja jajajajajaja,0,1,0
cuba venezuela violar derechos humanos negar entrada cidh,0,0,0
usuario negro pasar igual seguir querer primero dia,0,0,0
hombre estúpido perder mujer inteligente,0,0,0
gonorrea salir negro racista blanco,0,0,0
polar negro parecer gran vaina,0,0,0
rico pasar él negro ufff,0,0,0
rionegro llegar hija,0,0,0
blanco negro siempre opción url,0,0,0
usuario usuario usuario usuario trio puden completar negro whatsapp,0,1,0
decir negro,1,1,0
armonía color blanco negro color url,0,0,0
usuario jjaja mujeres bárbaro,0,0,0
negro grande caribe,0,0,0
municipio patio sacar equipo poner rojinegro futbol club rfc mandar cadena mie url,0,0,0
crop top negro gente pensar día repetir,0,0,0
usuario santos robar violar constitución pasar él decisión pueblo fajar url,0,0,0
oveja negro to rebaño,0,0,0
profe decir gobernar blanco decir queria governará negrojajajajja,0,1,0
ma usted saber quién whitney houston negro cantar inglés henny astrid superar,0,1,0
usuario claro salir defensa vandalismo ud convocar grupo feminazi violento url,1,0,1
usuario usuario usuario jaja confundir metro encaje negro negro encaje metro,0,1,0
vino d1 bien costar 12 mil 18 mil sacrilegio comprar gato negro url,0,0,0
día luz sentir edad medio usuario carevergas,0,0,0
si prender fuego casa blanca poner negro anonymus casa blanca url,0,0,0
según usuario tal viernes negro covid existir,0,0,0
usuario usuario degenerado persona atraer tipo mayor pues menor solo dar problema,0,0,0
usuario trabajar 19horas piaso negro malparido,1,1,1
blanco negro papagayo,0,0,0
usuario silencio chorizo,0,0,0
abrir investigación dos alcalde atlántico presunto violación medida url vía usuario razón,0,0,0
bien buen colección pa parranda botella litro blanco negro,0,0,0
comentar gente calle violar protocolo fregar nunca existir dios apiadar url,0,0,0
luego ver pequeño tiffany pensar niña blanco 8 año barrio negro montón monstruo url,1,1,0
jjaja jaja jaja bolsa negro narcodolar penumbra contener mas aporte perafán url,1,0,0
mujer estar loco,0,0,1
usuario modelo rico negra gustar,1,1,1
dónde carajo sacar corronchado decir aguila negro referir él cerveza águila rubio,0,1,0
usuario tóxico cínico corrupto triplehp,1,0,0
atardeceres quindianos armenia quindio url,0,0,0
usuario tal quedar negro ropa interior url,0,0,0
teléfono negro siglo siglo,0,0,0
usuario cuidar animal ahora ala mujeres mire golpeado ayer hacer video sra url,1,0,1
luego hipersexualizan serio asco tratar normalizar justificandolo humor negro url,0,0,0
usuario cambiar arista pori,0,0,0
además ganar favorita realmente proponer enseñar él valor real sociedad mujer negro url,1,1,1
usuario usuario usuario quejumbroso url creer madre ivan url,0,0,0
usuario sumar lista negro usuario rata maldito,0,0,0
usuario copy,0,0,0
páginar web tienda millonario disponible camiseta arquero 2020 color negro ir url,0,0,0
aquí saber mucho avance científico hacer costa cuerpo negro uti url,0,0,0
foto negro ig puro apariencia,0,0,0
usuario usuario cuento,0,0,0
bueno usar bolsa negro narcoterrorista,1,0,0
usuario uy negro si vueltar,0,1,0
colombia violar masacrar asesinar soscolombia dddhh menos,0,0,0
usuario usuario vos valer pi plano,1,0,0
citar tweet foto blanco negro url,0,0,0
cuándo ir responder asesino violador ladrón reclutador desplazador narco,1,0,0
ropa quemado pared quemado escritorio quemado sabana quemado rn cuarto lleno hueco parche negro,0,0,0
capacidad reinvención quindianos demostrar propuesto usuario unir oficio trad url,0,0,0
usuario invadir venezuela quitar él fuente dinero arma contar usted bandido violador as url,1,0,0
quedar mirar gente decir deee porrr diojjj santo si dejar obra negro,0,0,0
usuario usuario usuario dar positivo covid,0,0,0
usuario creer envolver aunque llevar,0,0,0
exótic colombia montenegro quindio url,0,0,0
usuario usuario dar duro temazo mismo autor url,0,0,0
así dificil querido problema usar término negro blanco cosa compa url,0,0,0
mujer locass,0,0,1
ir negro,0,1,0
si oficio alguno jurídico violar ley campantemente acabose dem url,0,0,0
planeta simio,0,0,0
practicar él registro hallar interior morral dos bolsa plástico vinipel negro 104 url,0,0,0
enamorado ojo negro,0,0,0
fiesta despedido ladyzungo literal mero ritual vela negro lado creer nena url,0,0,0
usuario extraño apelativo negro,0,1,0
usuario jjaja menos mal apenas ir gata negro llegar cosa buena cumplir jjaja,0,0,0
usuario si si señor defensor narco violador secuestrador,1,0,0
comunicación chulo negro,0,0,0
policía nacional pedir perdón cualquiera violación ley desconocimiento reglamento url,0,0,0
anaconda güio negro eunectes murinus ir atacar manipulemos respetar url,0,0,0
rionegro día parecer verdad congelador,0,0,0
careverga caer bien,0,0,0
usuario usuario usuario usuario usuario invertir patinaje salir ll url,0,0,0
usuario usuario usuario sos feminazi querer matar niño deshumanizandolo nazis alemania url,1,0,1
puta mierda comparendo espiritual mierda violacion laico,0,0,0
ir ir culo saber decir él pueblerino corroncho indio alguien ofensa altura vida,1,1,0
usuario primero negro racista,1,1,0
usuario pensar general uribista dinero cabeza url,1,0,0
usuario camiseta rayyan rojo viso negro,0,0,0
si pintar cabello alguno color decoloración poner negro encima tapar color fake mundo mundial,0,0,0
usuario después negro único blanco comer queso jaja,0,1,0
usuario usuario usuario app cita,0,0,0
jjaja mal hablado guaricha,1,0,1
gran apoyo parte logístico usuario ciudad alista recibir 6 diciembr url,0,0,0
oler activar mano negro país escuadrón muerte ir complicar url,0,0,0
cora negro mate,0,0,0
salvaje vagabundo domesticable recuperable url,0,0,0
usuario usuario año oir término guarich usuario querer decir persona malo reputación url,0,0,0
pazo poner sombrero negro parecer zorro jaja,0,0,0
usuario narconovela izquierdista socialista actocillos degradar imagen mujer url,1,0,1
tiranía tú ladrón violador narco terrorista reclutador secuestrador asesino,1,0,0
casa tanto negro arbolito blanco,0,1,0
entonces violar puchi cada vez masturbo foto,1,0,1
abril mayo junio empezar marcha cangrejo negro providencia url,0,0,0
concentrar hecho ninguno violador militar paraco guerrilla pol url,0,0,0
usuario usuario pedir pista psiquiatra cd elevar cucarrón hilo negro,0,0,0
águila negro aparecer,1,0,0
agüero mosca negro grande perro ver asustar actúar raro grac url,0,0,0
https url fallecido indio rómulo famoso poema beber,0,0,0
usuario usuario usuario usuario maldito asesinar animal deber ser delito consumo ca url,0,0,0
pintar yo cabello negro solucionar ninguno problema ver divino obviamente,0,0,0
acabar publicar foto estadio alberto grisales rionegro antioquia url,0,0,0
falto mano negro falto foto alvarocoqueis usuario ahí faltar saber url,0,0,0
usuario llorar culo mejor hacer campaña masivo mujer pase mismo ud,1,0,1
negro superar bale,0,0,0
usuario poner mujer url,0,0,0
usuario daniel bocanegra lateral derecho volante marcar central matheus uribe lateral derecho volant url,0,0,0
reposted from usuario mesar hoy posta negro cartagenero arroz coco postre pie mamey url,0,0,0
gente si marica escribir aquí porqué ser cierto hablar mujer poder ser url,0,0,0
mmmm ganas ser pelinegra peligroso url,0,0,0
usuario referir narcoasesino violador niño santrich quién ud ayudar burlar él url,1,0,0
usuario entender porqué usuario decir esclavo piel negro quizá único intere url,1,1,0
juanchaco majestuosidad naturaleza volver ver usuario usuario usuario url,0,0,0
usuario usuario siempre sabido nuevo,0,0,0
usuario ver negro hagas caso,0,1,0
messilieber ir ir liga mierdo francés serio argentino careverga,1,1,0
castigo amilitar deber ser ejemplar quitar energía zurda mamerta dar golpe pecho niña violad url,1,0,0
saber queje después si tratar vagabunda prostituta ud empezar agresión,1,0,1
usuario según leer militar tomar poder neoliberal mismo bolsonaro url,0,0,0
usuario usuario usuario supuesto deber matar indio comentario paramilitar fascista,1,1,0
aquí extrañar careverga ver película mondá extraño,1,0,0
mundo solo blanco negro mundo político lleno matiz re url,0,0,0
usuario divino inteligente tocar cuidar vida dr gustavo petro urrego águila negro uribe vélez seguir url,1,0,0
feminazi dar oportunidad dar él conocer saber diferenciar cucaracha niño,1,0,1
indio motilón url,0,0,0
usuario buen día sitio acá bogotá vivir,0,0,0
vez tratar hacer él saber mujer trato igualitario género sentar disfrazado ejemp url,1,0,1
negro ver mem riéndonos mal ajeno,0,0,0
bueno menos jijueputa asesino violador aprender poder andar ahi si xq url,1,0,0
rionegro año participación ciudadano compartir programación semana participación ciuda url,0,0,0
mamá dar coñazo andar negro cuadra,1,1,0
dama caballero mamá super homofóbico fanático religión ahora aquí pintandome uña negro,0,0,0
usuario usuario usuario doble calzada llegar duitama boyaca aceptar url,0,0,0
todo mujer buena hombre buen saber observar,0,0,0
usuario censura total claro violación libertad expresión partido decir llamar él democrático,0,0,0
usuario ajaja si salir bolsa negro siempre,0,0,0
usuario ajedrez ganar blanca negro ganador ninguno dos jugador url,0,0,0
usuario bolivariar prostituir niña menor edad enseñar él seducir narco cambiar dinero,1,0,1
sosindiosnosmatan usuario usuario usuario indios defender apoyar auxilio comu url,1,1,0
joya rosa negro lindo,0,0,0
usuario usuario entender andar vehículo placa carajo indio url,1,1,0
verdad tratar entender feminazi poner difícil siquiera url,1,0,1
invitar sesión último debate político público mujer igualdad género url,0,0,0
usuario cáncer país nunca trabajado robar secuestrar violar url,1,0,0
encantar morbo usuario url,0,0,0
hacer rato ver trabajo amp ver gosha rubchinskiy ahora solo querer tomar film blanco negro semana comprar,0,0,0
usuario jjaja buen punto negro,0,1,0
querer gatito blanco poner él terra negro llama gea gris llamar gaia jaj url,0,0,0
cuadrado negro hijodemilputa ojalá gangrena pierna pudrir volva pisar cancha fútbol,1,1,0
cora si ir picnic negro usuario,0,0,0
usuario médico negro tú si hijueputa,1,1,0
usuario costeño trabajador aguantador gustar negro,0,1,0
negro solo,1,1,0
usuario usuario decir negro perra débil,1,1,1
inter pasar casaca negro hermoso semejante mogosidad derecho,0,0,0
usuario piso supremacista blanco empuñar espada manifestante negro url,0,0,0
buena noche twittero negro rico uff,0,1,0
altura 1 67 talla pie 36 zodiaco librar tatto piercing 2 color fav rosado negro blanco bebi url,0,0,0
usuario águila negro salir batallón intendencia url colom url,1,0,0
usuario mkkk,0,0,0
negro llegooo,0,1,0
color blanco negro mejor jugar arte favorito url,0,0,0
querer vestidito fondo negro florecita amarillo llevar buscar diciembre pana impotencia,0,0,0
maravilla encontrar hacer ecoturismo boyacá laguna negro páramo ocetá url,0,0,0
usuario usted negro caremonda brutalidad mentalidad simio creer,1,1,0
solo bastar lápiz dedicación pasión crear hermoso dibujo blanco negro url url,0,0,0
contrario pedir armamento exigir secuestrar indio resguardo tanto mani url,1,1,0
usuario acatar ley fondo negro funcionar,0,0,0
morir hombre primera línea mujer,0,0,0
tal minga indigén violar norma tránsito medida bioseguridad acaso coronar url,1,0,0
blanco negro not so confidence about this but it my current body borro minuto url,0,0,0
casi violar novio sooo usuario,1,0,1
si ir hablar él decir violación url,1,0,1
mujer sacar cara industria musical,0,0,0
usuario traducción papi entender,0,0,0
negro noble url,0,1,0
negro haciendo yo desayunito url,0,1,0
buen día amigo prohibido olvidar jijueputa indiazo combo criminal malparido culpable url,1,1,0
según feminazi hombre hps mujeres todo uno santa paloma definitivamente url,1,0,1
definido si negro indígena blanco raizal clarísimo reverendo imbécil,1,1,0
ser mujer ser negro ser líder social ser periodista independiente etcétera etcétera etcétera url,0,0,0
unita byn terminar día usuario usuariooficial manizales caldas url,0,0,0
usuario amar negro hermoso jjaja marlon,0,0,0
usuario negro ver excitante,0,0,0
necesitar terapia dejar vestir yo negro,0,0,0
hoy bueno entender malo 1 violar niño 2 bolsa maletín dinero 3 url,0,0,0
usuario mor venir rionegro,0,0,0
buen superar 25 diciembre super nintendo caja negro super mario world url,0,0,0
usuario duro elección picar tapa verde preparar ensalada plato negro,0,1,0
usuario usuario usuario bastardo amin familia usuario ver url,1,0,0
jaime garzón guerrillero igual ser terrorista violador narco fascista busc url,1,0,0
usuario jmmm ahora acostumbrado negro entonces paila,1,1,0
usuario jijueputo indiazo maricon mire arreglar mecha mejor hacer él caso desga url,1,1,0
venir recordar él salud español tú descubrir matar violar mujer robar url,0,0,0
papá ganar luca motilar barco llegar indio sapo india sapeó,0,0,0
saber guardar memoria estadio blanco negro hoy lleno color vida entregar url,0,0,0
uribe mato águila negro rastrojo uriburros jjj,1,0,0
querer contento mientras venir día vestir negro todo familia esperar cumplir último desar url,0,0,0
usuario mejor final columna vertebral laverdad raza negro,1,1,0
usuario uy delicia recibir verga así encantar 2 3 negro así necesitar,0,1,0
volver ser peli negro mejor decisión poder tomar,0,0,0
mirar susanito salir decir todo vida importar tres dorito después asegurar indio url,0,0,0
necesitar pinta negro,0,0,0
salir simio embustero,1,1,0
si desmontar imaginario cultural perpetúar misoginia violencia género url,0,0,0
mundo jodio matar perro morder niña hombre violar él,0,0,0
gustar negro,0,0,0
mejor estadio tebaido montenegro calarcá neiva torneo bet play dimayor,0,0,0
comunidad indígén misak exigir respeto derechos violación mismo iniciar hoy marcha url,0,0,0
increible distracción guajira evidente violación cuarentén sepultar jiven med url,0,0,0
usuario jjaja viejo apendejo ahora querer tapar cagado haber decir violacion url,1,0,1
usuario chiste negro déjelo reúnir hacer fiesta mitad meter bomba gas cloro url,0,0,0
mano dios llegar hermoso día gloria dios diadelmatrimonio usuarioionegro,0,0,0
rayo luz mantar corazón cerveza negro siempre mano walter scott 15 ago 1771 21 sep 1833 url,0,0,0
joda rica aguila negro hijueputa amar,0,0,0
malparido negro gama aburrido harta unir destruir beta estúpido,1,1,0
pueblo awá mujer conocedor planta medicinal mismo cultivar casa si url,0,0,0
usuario usuario usuario md extraño negro,1,1,0
usuario usuario usuario jajajajajajajajajajajaajajaja,0,0,0
beso negro ahora llamar beso mujer afrocolombián,1,1,1
pensión deber ser tratar enfoque género tener cuenta economía cuidado tanto mujer url,0,0,0
negro directo pa aleta estatua jaja,0,1,0
usuario clau nube negro detrás cada vehículo sistema usuario morir saber url,0,0,0
audi rs5 chrome delete negro ultrabrillante pintura rín electrostático bronce brillante polarizado xpel url,0,0,0
hoy pisar serpiente coral rojo negro quién correr si serpiente,0,0,0
peste negro vez,0,0,0
usuario acá esperar,0,0,0
usuario exacto referir bajo llamar feminista feminazi super irre url,0,0,0
rico culo mujer desear ser besar dama unir sincelejo solo mujer url,0,0,0
hoy poner pa entrenar camiseta negro adidas luego ver recuerdo ig justo hacer año url,0,0,0
usuario usuario usuario usuario pilas titular noticia leer bien url,0,0,0
ver amigo blanco decir ser negro dentro ayudar comunidad muchachos ub url,0,1,0
usuario hablar genocidio m19 aliado pablo escobar matar juez violación url,0,0,0
hombre demostrar poder ser negro vecino an entendido url,1,1,0
usuario parecer comentario sensato injusticia desigualdad violación dd hh etc qu url,0,0,0
hacer tres fds salir noche marico cinta negro telilla forma imposible url,0,0,0
cada mañana entrar leer ver oír noticia mujer asesinado corrupto president estúpido url,0,0,0
usuario filo si tampoco poder hacer chiste negro gente sindrome url,0,0,0
cosa tanto hp poder confiar hijo papá triste pasar niña rionegro,0,0,0
amiga decir gustar chocolate blanco negro dar náusea olor url,0,0,0
serio eleidis mileth ir seguir tomar águila negro mañana morir url,0,0,0
necesitar hoy pantero negro sonar nube negro bello ciao terminar saber usuario,0,0,0
usuario usuario vez escuché contar usuario año tarde ver muchacho aura negro url,0,0,0
obra titular sufrir nier plasmar 9 hora directo usuario rindio url,0,0,0
blu radio creer gato negro malo suerte matar él poder esperar hpta,0,0,0
ay olvido año viejo dejado cosa buena dejar chiva burra negro yegu url,0,0,0
contar gatico negro adoptar fácil decidido adoptar gatica hablado url,0,0,0
usuario usuario parecer humor negro forzado dos peor,0,0,0
portada vergüenza víctima droga quindiano historia futuro url,0,0,0
mujer así loco pila hombre,0,0,1
jjaja todo guarichas buscar amante página deber desesperado,1,0,1
parecer mujer propiedad derecho meter él quién ganar madurar partido hijo puto,0,0,0
usuario pasar pueee,0,0,0
usuario usuario usuario hacer 3 mes,0,0,0
reflexion hoy cinta negro condolencia abundar red social ver partir much url,0,0,0
país creado idea persona color negro afrodesentient url,0,0,0
usuario indiota,1,1,0
usuario usuario indio historia hermoso esperar tiempo maxi lograr construir igual bonito,0,0,0
línea 155 mujer servicio orientación frente caso violencia cuidar mujer url,0,0,0
aqui vestir blanco negro demas color visitante,0,0,0
usuario así blanco negro ser ecuánime favor hacer verdadero análisis situación,0,0,0
búscame pierdar sombra debajo piedra magia negro hiedra,0,0,0
gente negro si arrechaber,0,1,0
usuario usuario cagar mientras mano negro asesinar url,0,0,0
usuario usuario jjaja aquí presente querer venir matar mosquito,0,0,0
usuario negro mejor amante,0,0,0
usuario orgullo traqueto igual sombrerito blanco cinta negro,0,0,0
apoyo ajulián román apoyé guerrillero petro narco novelero bolivar maltrador mujer drogo url,0,0,0
últimamente ido playa negraaa,0,0,0
usuario uyy si vergonzoso chiste mejor negro candela,0,1,0
gordo negra asqueroso,1,1,1
usuario usuario usuario usuario usuario ud ver debate careverga agresivo,1,0,0
usuario ahora guaricho,1,0,1
usuario incluso blanco negro,0,0,0
si circunstancia negro venido ido sentado hablar mierda,0,0,0
india catalina mejor mejor duelale duela estudiar vago,1,0,0
curiosidad colombiano si pedir café gente dar latte maquina café negro pedir url,0,0,0
maracuyá quedar cosita negro,0,0,0
usuario efecto facebook demás rrs supuesto,0,0,0
usuario usuario usuario ver delicioso,0,0,0
claudia poder tener razón culpa gobierno fumigado indio,1,1,0
acabar ver man gente bien cali decir minga aquí citar indio traer url,1,1,0
usuario usuario seriooo dejar asesino violador narcoterrorista limpiar él violar url,1,0,0
usuario ír ir negro pues,0,0,0
cara felicidad adrián bien vida querer negro usuario ir usuario carajo,0,0,0
usuario cucaracha sangre serio ver negro,0,0,0
usuario usuario ir aplicar ambos nojoda aguantar mas malparido país lleno narco url,0,0,0
usuario peligroso frijol 4 día águila negro,0,0,0
usuario amigo simplemente ayudar saber,0,0,0
mano destrutora negra facho santo usuario cia,1,0,1
usuario men quiero culiar quiero chupar jopo querer violar mejor dicho querer hacerte cuanto cobra,0,0,0
tatto pie color nuevo morado negro divino jaja,0,0,0
si negociado ganar plesbicito debacle minorio narcoterrorista asesino violador niño far url,1,0,0
usuario usuario usuario usuario usuario usuario usuario usuario hágalar invitado,0,0,0
fiin alma negro aparentar ser luz,0,0,0
noche cambiar ropa vestir negro,0,0,0
época navidad próspero ysegura hombre mujer usuario llegar vereda url,0,0,0
usuario petroparaco asqueroso usuario violador,1,0,0
usuario paso video completo tomba,0,0,0
usuario mandar huevo careverga,1,0,0
blanco negro disimular pailita url,0,0,0
gustar nuevo interior adicto ropa interior negro resaltar bn rt url,0,0,0
usuario pan café negro,0,0,0
poder pintar mil color mundo blanco negro borrar decepción,0,0,0
tanto bondadoso ir salir alita pobre angelito quedar moreno perdón negro risa carcajada url,0,0,0
usuario reír negro hijuelagranputa,1,1,0
así colombia matar maltratar violar mujer parte paisaje maldito hacer daño bien url,1,0,1
feliz cumpleaños negro bello mas compartir tú yaniacastro medel url,0,0,0
usuario chill out negro pensar elefante rosado,0,1,0
usuario usuario usuario bueno enviar neiva seguidor tanto fiel negra argiro,0,0,0
usuario usuario deber ser marico resentido mujer poder ser basura,0,0,0
serio dar asco poner él tapaboca negro telar dar asco solo ver él,0,0,0
país crisis gobierno narcoparamilitar fuerza público asesinar civil violar mujer url,1,0,0
usuario pensar imbécil ir representado mujer cojones faltar,0,0,0
lindo día usuario url,0,0,0
hombre pensar mujer querer dinero regalo costoso realidad regalo correcto url,0,0,1
